Model, ProductionYear,NumberofEngines,EngineType,Capacity,Range(km),FuelConsumption(L/h),HourlyMaintenance($),Age,SalesRegion,Price($)
Airbus A320,1989,2,Turbofan,180,6300,10.61,1889.45,34,Asia,82476369.41
Boeing 777,1994,2,Turbofan,396,15600,9.84,2045.15,29,South America,391354741.69
Airbus A350,2023,2,Turbofan,350,14800,13.78,3875.66,0,Asia,596442340.36
Airbus A350,2010,2,Turbofan,350,14800,6.21,2435.13,13,North America,502239242.01
Boeing 777,1997,2,Turbofan,396,15600,14.13,3442.66,26,North America,404315821.96
Airbus A350,1983,2,Turbofan,350,14800,3.3,4539.42,40,South America,333604962.32
Bombardier CRJ200,2023,2,Turbofan,50,3000,13.25,2722.39,0,Europe,24231394.71
Bombardier CRJ200,1992,2,Turbofan,50,3000,3.37,612.28,31,Asia,13210532.48
Airbus A350,1984,2,Turbofan,350,14800,3.61,3140.23,39,North America,388082707.28
Airbus A350,1984,2,Turbofan,350,14800,12.96,3878.11,39,South America,352004097.58
Cessna 172,2001,1,Piston,4,1285,17.93,975.81,22,Australia,251876.45
Airbus A320,2016,2,Turbofan,180,6300,14.87,4126.8,7,North America,145407726.87
Airbus A350,2011,2,Turbofan,350,14800,8.77,4389.94,12,Africa,603188452.39
Airbus A350,1988,2,Turbofan,350,14800,6.36,3373.64,35,Africa,305729036.19
Airbus A320,1995,2,Turbofan,180,6300,3.21,3969.22,28,North America,87288427.34
Bombardier CRJ200,2016,2,Turbofan,50,3000,8.73,889.23,7,Africa,20755684.54
Boeing 737,2003,2,Turbofan,162,5700,13.63,1217.26,20,Europe,78969239.96
Boeing 737,1988,2,Turbofan,162,5700,5.93,1332.0,35,Australia,67181715.41
Airbus A350,1984,2,Turbofan,350,14800,9.66,2735.85,39,Australia,346861506.1
Cessna 172,1999,1,Piston,4,1285,29.3,1077.25,24,Asia,237953.3
Airbus A320,2003,2,Turbofan,180,6300,11.02,1210.29,20,Africa,108856930.68
Cessna 172,2008,1,Piston,4,1285,48.59,785.46,15,Asia,313976.65
Airbus A320,2004,2,Turbofan,180,6300,6.23,500.02,19,South America,94477077.41
Airbus A350,1983,2,Turbofan,350,14800,3.0,875.07,40,North America,376387669.9
Boeing 737,2005,2,Turbofan,162,5700,13.65,3116.79,18,Europe,98466013.77
Boeing 737,2005,2,Turbofan,162,5700,2.24,2057.01,18,Africa,90454923.55
Airbus A320,2007,2,Turbofan,180,6300,13.55,597.27,16,Asia,111767224.58
Boeing 777,1982,2,Turbofan,396,15600,6.71,4770.3,41,Europe,360328040.68
Bombardier CRJ200,2013,2,Turbofan,50,3000,6.56,3804.95,10,Australia,17437928.02
Boeing 737,2021,2,Turbofan,162,5700,5.35,4194.21,2,Australia,114078543.83
Airbus A350,1997,2,Turbofan,350,14800,14.99,1774.21,26,Asia,342347390.91
Cessna 172,2014,1,Piston,4,1285,24.77,4955.25,9,South America,287386.46
Boeing 737,1980,2,Turbofan,162,5700,12.76,2147.68,43,Europe,56679004.95
Cessna 172,1982,1,Piston,4,1285,38.03,2404.45,41,South America,197569.97
Boeing 737,1990,2,Turbofan,162,5700,6.86,694.59,33,Asia,55637282.4
Bombardier CRJ200,1995,2,Turbofan,50,3000,5.77,3444.29,28,Australia,11178167.34
Boeing 737,1989,2,Turbofan,162,5700,8.56,3230.29,34,North America,58960997.03
Airbus A320,1981,2,Turbofan,180,6300,2.74,1267.7,42,South America,71630748.11
Boeing 777,2001,2,Turbofan,396,15600,10.75,3286.35,22,Europe,462423716.74
Bombardier CRJ200,1992,2,Turbofan,50,3000,2.97,4919.38,31,Africa,10730217.5
Boeing 777,2016,2,Turbofan,396,15600,11.53,2706.67,7,Africa,654387732.11
Bombardier CRJ200,2018,2,Turbofan,50,3000,8.41,1148.52,5,North America,24219222.99
Airbus A320,1987,2,Turbofan,180,6300,8.79,821.83,36,South America,54779397.01
Bombardier CRJ200,1991,2,Turbofan,50,3000,6.7,1382.86,32,Africa,11010334.94
Boeing 737,1983,2,Turbofan,162,5700,11.56,1318.41,40,South America,66495804.51
Bombardier CRJ200,2014,2,Turbofan,50,3000,10.54,1758.23,9,Africa,17360656.93
Boeing 737,1988,2,Turbofan,162,5700,7.5,2932.05,35,Africa,58028246.46
Boeing 777,2011,2,Turbofan,396,15600,11.48,4196.17,12,North America,710498047.6
Bombardier CRJ200,2000,2,Turbofan,50,3000,13.4,2932.88,23,North America,13202780.67
Boeing 777,2020,2,Turbofan,396,15600,9.36,808.01,3,South America,843225908.08
Airbus A320,1982,2,Turbofan,180,6300,9.02,2098.66,41,North America,88701024.93
Boeing 777,2015,2,Turbofan,396,15600,10.83,3530.86,8,South America,757468465.16
Boeing 777,1998,2,Turbofan,396,15600,4.49,991.77,25,North America,348692670.94
Airbus A320,2012,2,Turbofan,180,6300,3.62,3932.83,11,Asia,143611493.74
Boeing 737,2015,2,Turbofan,162,5700,9.26,1361.85,8,Asia,88011949.66
Bombardier CRJ200,2015,2,Turbofan,50,3000,2.45,2337.54,8,Asia,20297333.02
Bombardier CRJ200,2015,2,Turbofan,50,3000,3.23,666.67,8,South America,22447302.15
Airbus A350,2002,2,Turbofan,350,14800,2.44,1671.0,21,Australia,441602188.58
Boeing 777,2013,2,Turbofan,396,15600,13.12,3688.82,10,Europe,616006335.74
Boeing 777,1998,2,Turbofan,396,15600,3.38,1214.32,25,North America,357751029.53
Airbus A350,2005,2,Turbofan,350,14800,14.58,3416.76,18,Europe,520178278.98
Airbus A320,2018,2,Turbofan,180,6300,3.53,1422.88,5,Australia,138921091.61
Boeing 777,1989,2,Turbofan,396,15600,6.83,3661.34,34,Asia,442890251.2
Airbus A350,2019,2,Turbofan,350,14800,9.44,2000.68,4,Africa,601962252.26
Boeing 737,2000,2,Turbofan,162,5700,12.19,1847.55,23,Australia,71003135.57
Airbus A350,2004,2,Turbofan,350,14800,12.29,604.29,19,Asia,372592311.5
Airbus A320,2006,2,Turbofan,180,6300,4.5,3291.52,17,Asia,96186385.55
Airbus A350,1988,2,Turbofan,350,14800,9.13,3094.39,35,North America,341043296.4
Cessna 172,2007,1,Piston,4,1285,37.76,1732.39,16,Asia,341887.75
Airbus A350,1980,2,Turbofan,350,14800,2.25,3138.96,43,North America,314181800.61
Airbus A350,2020,2,Turbofan,350,14800,2.8,1447.55,3,Europe,834629014.75
Airbus A350,2005,2,Turbofan,350,14800,6.33,1218.84,18,Asia,520059271.14
Airbus A320,1992,2,Turbofan,180,6300,12.66,1984.12,31,North America,80059243.75
Boeing 737,2003,2,Turbofan,162,5700,12.78,4023.21,20,South America,65720593.28
Boeing 777,1981,2,Turbofan,396,15600,5.89,3499.55,42,Asia,419636428.22
Boeing 777,1992,2,Turbofan,396,15600,2.88,3670.11,31,Australia,427002743.44
Boeing 737,1984,2,Turbofan,162,5700,11.04,694.69,39,Africa,64541734.11
Airbus A320,2023,2,Turbofan,180,6300,10.81,1870.64,0,Australia,176412887.88
Bombardier CRJ200,1985,2,Turbofan,50,3000,10.78,3703.87,38,Africa,11892452.96
Airbus A350,1986,2,Turbofan,350,14800,13.81,678.46,37,North America,391246824.61
Airbus A350,1983,2,Turbofan,350,14800,11.07,1222.25,40,North America,358095637.19
Cessna 172,2008,1,Piston,4,1285,23.28,4236.87,15,South America,321644.85
Boeing 737,2003,2,Turbofan,162,5700,2.91,4074.16,20,Europe,86089253.07
Airbus A320,1996,2,Turbofan,180,6300,10.93,2711.42,27,North America,87322759.77
Boeing 737,1993,2,Turbofan,162,5700,11.54,4654.33,30,Europe,63076441.43
Cessna 172,2000,1,Piston,4,1285,20.55,2877.31,23,North America,243310.87
Airbus A350,2016,2,Turbofan,350,14800,2.72,4935.21,7,North America,552175488.5
Boeing 737,2004,2,Turbofan,162,5700,13.93,2239.3,19,North America,71115170.75
Bombardier CRJ200,2003,2,Turbofan,50,3000,13.92,2156.17,20,Europe,16093182.75
Boeing 737,2023,2,Turbofan,162,5700,6.05,2847.88,0,North America,123885050.83
Bombardier CRJ200,2009,2,Turbofan,50,3000,7.52,2522.07,14,South America,15852732.58
Boeing 737,2000,2,Turbofan,162,5700,6.37,1339.04,23,Australia,61630014.64
Airbus A350,1987,2,Turbofan,350,14800,7.03,3309.83,36,South America,347068059.6
Bombardier CRJ200,1985,2,Turbofan,50,3000,7.1,1238.5,38,Australia,9381348.06
Cessna 172,2020,1,Piston,4,1285,18.7,3770.75,3,South America,383753.51
Cessna 172,2005,1,Piston,4,1285,34.95,4183.92,18,Africa,242009.92
Bombardier CRJ200,1999,2,Turbofan,50,3000,13.76,4809.11,24,Australia,13232204.06
Airbus A350,2017,2,Turbofan,350,14800,3.74,2820.07,6,Europe,494501176.75
Airbus A350,2001,2,Turbofan,350,14800,2.61,1061.68,22,Africa,406807329.65
Boeing 737,2015,2,Turbofan,162,5700,13.41,904.38,8,Europe,103123181.07
Airbus A320,2000,2,Turbofan,180,6300,5.4,4814.19,23,Australia,76312675.82
Cessna 172,2011,1,Piston,4,1285,37.3,2761.09,12,North America,279169.08
Bombardier CRJ200,2022,2,Turbofan,50,3000,14.36,2769.76,1,South America,23776693.47
Airbus A350,2005,2,Turbofan,350,14800,6.91,2005.17,18,South America,473605488.58
Boeing 737,2003,2,Turbofan,162,5700,14.08,3689.73,20,Australia,83296835.73
Airbus A350,1983,2,Turbofan,350,14800,6.17,3878.51,40,Europe,399695196.92
Airbus A320,2010,2,Turbofan,180,6300,12.2,3906.19,13,Africa,142060413.58
Bombardier CRJ200,1985,2,Turbofan,50,3000,12.62,3918.74,38,South America,14543080.21
Boeing 777,1995,2,Turbofan,396,15600,12.42,2017.38,28,Asia,374925482.79
Bombardier CRJ200,1986,2,Turbofan,50,3000,4.42,3726.28,37,South America,12888156.35
Airbus A320,1990,2,Turbofan,180,6300,9.47,918.72,33,Asia,78563542.17
Cessna 172,2003,1,Piston,4,1285,43.74,4374.03,20,Africa,289909.41
Airbus A350,1995,2,Turbofan,350,14800,12.0,4438.79,28,Europe,359998763.56
Airbus A320,1989,2,Turbofan,180,6300,5.15,1867.34,34,Australia,81105525.34
Bombardier CRJ200,2018,2,Turbofan,50,3000,4.0,3840.93,5,Australia,22083266.05
Airbus A350,1993,2,Turbofan,350,14800,13.38,3676.47,30,Australia,367314071.25
Airbus A320,1993,2,Turbofan,180,6300,7.19,1127.1,30,South America,71937542.16
Airbus A350,1998,2,Turbofan,350,14800,9.36,914.99,25,North America,317704763.37
Boeing 737,1991,2,Turbofan,162,5700,2.6,2224.28,32,South America,70084889.77
Airbus A320,2000,2,Turbofan,180,6300,8.31,4255.12,23,Europe,92490046.64
Airbus A320,2005,2,Turbofan,180,6300,13.88,4858.96,18,Africa,80117652.52
Airbus A350,2019,2,Turbofan,350,14800,11.24,513.65,4,South America,813663674.01
Bombardier CRJ200,1991,2,Turbofan,50,3000,14.19,3042.3,32,North America,10998683.19
Airbus A320,2008,2,Turbofan,180,6300,12.22,4085.92,15,Africa,104899363.64
Airbus A320,2019,2,Turbofan,180,6300,11.94,1451.52,4,Australia,130777051.08
Airbus A320,1994,2,Turbofan,180,6300,14.1,2758.03,29,Australia,79890494.89
Cessna 172,2001,1,Piston,4,1285,41.55,2779.06,22,Australia,239328.61
Airbus A320,1982,2,Turbofan,180,6300,10.41,2019.69,41,Europe,83615415.09
Airbus A320,2023,2,Turbofan,180,6300,4.3,4623.18,0,Europe,139200030.45
Boeing 737,2016,2,Turbofan,162,5700,9.03,2734.94,7,Asia,105731455.63
Boeing 777,1980,2,Turbofan,396,15600,7.36,4748.92,43,Asia,436421617.47
Airbus A350,2019,2,Turbofan,350,14800,10.76,1946.32,4,Europe,696693699.26
Airbus A320,1991,2,Turbofan,180,6300,6.3,3907.23,32,South America,78446601.18
Boeing 777,1998,2,Turbofan,396,15600,5.46,2105.61,25,Europe,347388187.85
Airbus A320,1999,2,Turbofan,180,6300,8.53,4880.4,24,Africa,78813600.19
Bombardier CRJ200,1984,2,Turbofan,50,3000,12.33,4727.49,39,South America,12539886.52
Cessna 172,2013,1,Piston,4,1285,25.59,4139.11,10,Europe,429175.33
Cessna 172,1980,1,Piston,4,1285,43.96,4053.94,43,Australia,205311.21
Airbus A350,2001,2,Turbofan,350,14800,13.75,851.2,22,North America,422778002.72
Boeing 737,2001,2,Turbofan,162,5700,12.64,1340.38,22,North America,75717866.04
Bombardier CRJ200,2001,2,Turbofan,50,3000,12.62,2968.64,22,Europe,13003595.91
Airbus A350,1983,2,Turbofan,350,14800,5.86,4757.54,40,Africa,463280961.25
Boeing 777,2007,2,Turbofan,396,15600,13.66,1427.0,16,South America,564969632.24
Bombardier CRJ200,2018,2,Turbofan,50,3000,9.38,1850.09,5,South America,19898392.7
Boeing 737,1992,2,Turbofan,162,5700,7.43,3272.99,31,South America,55488041.1
Airbus A320,1987,2,Turbofan,180,6300,7.29,3339.71,36,Asia,63002445.84
Boeing 737,2005,2,Turbofan,162,5700,14.32,936.66,18,North America,66673433.18
Airbus A320,1993,2,Turbofan,180,6300,4.82,2510.25,30,Australia,70871008.82
Airbus A320,1991,2,Turbofan,180,6300,3.93,951.0,32,Africa,74944153.18
Bombardier CRJ200,1989,2,Turbofan,50,3000,10.11,2389.82,34,Europe,11494486.52
Airbus A350,2008,2,Turbofan,350,14800,2.0,3330.0,15,Africa,515916632.49
Airbus A350,1993,2,Turbofan,350,14800,4.18,3491.6,30,Europe,384923183.09
Boeing 737,2006,2,Turbofan,162,5700,4.1,4176.65,17,Australia,82862161.43
Cessna 172,1982,1,Piston,4,1285,32.39,3175.39,41,Africa,169881.26
Airbus A350,1999,2,Turbofan,350,14800,7.48,959.43,24,Australia,445523352.07
Airbus A350,1981,2,Turbofan,350,14800,4.6,1002.54,42,Africa,442698574.61
Boeing 737,1993,2,Turbofan,162,5700,8.35,1636.88,30,South America,61612248.18
Boeing 777,1983,2,Turbofan,396,15600,7.71,1067.27,40,Europe,465763596.76
Airbus A350,1982,2,Turbofan,350,14800,11.76,1231.85,41,North America,369842377.79
Cessna 172,2000,1,Piston,4,1285,19.13,3620.36,23,Europe,201512.8
Cessna 172,2012,1,Piston,4,1285,32.53,842.14,11,North America,337359.18
Airbus A320,2020,2,Turbofan,180,6300,6.28,3890.74,3,North America,138374009.95
Boeing 737,1982,2,Turbofan,162,5700,14.07,2697.57,41,Australia,64375685.77
Airbus A350,1999,2,Turbofan,350,14800,11.22,1206.51,24,Australia,386883981.08
Boeing 737,1988,2,Turbofan,162,5700,13.34,3436.78,35,Africa,61790376.71
Boeing 777,1981,2,Turbofan,396,15600,14.13,1094.81,42,Australia,378187682.0
Bombardier CRJ200,2007,2,Turbofan,50,3000,13.83,2419.86,16,Africa,15274277.76
Boeing 777,2012,2,Turbofan,396,15600,9.76,1834.42,11,Europe,596374029.32
Airbus A350,2009,2,Turbofan,350,14800,7.01,4303.55,14,Africa,527117057.3
Airbus A320,2003,2,Turbofan,180,6300,11.56,3620.93,20,South America,96598398.12
Boeing 737,2007,2,Turbofan,162,5700,2.35,1732.83,16,Europe,82507288.81
Boeing 737,1982,2,Turbofan,162,5700,14.4,4553.39,41,Europe,62632251.1
Bombardier CRJ200,2005,2,Turbofan,50,3000,11.45,3809.21,18,Europe,15319909.73
Cessna 172,2022,1,Piston,4,1285,32.37,4109.47,1,North America,416611.96
Bombardier CRJ200,2005,2,Turbofan,50,3000,12.14,3567.32,18,North America,13788808.77
Airbus A350,1984,2,Turbofan,350,14800,7.9,4077.67,39,North America,362083998.8
Cessna 172,2008,1,Piston,4,1285,27.51,4221.16,15,North America,282107.69
Boeing 777,2018,2,Turbofan,396,15600,9.47,3847.65,5,Africa,680515553.41
Bombardier CRJ200,2017,2,Turbofan,50,3000,8.4,2320.71,6,Europe,17927797.43
Boeing 737,2013,2,Turbofan,162,5700,5.8,2201.75,10,Europe,104560929.35
Cessna 172,2016,1,Piston,4,1285,30.02,2247.91,7,Australia,353608.96
Airbus A350,2016,2,Turbofan,350,14800,5.72,2234.72,7,South America,565791859.39
Bombardier CRJ200,1997,2,Turbofan,50,3000,2.96,4993.23,26,South America,10783930.22
Boeing 737,1996,2,Turbofan,162,5700,13.88,4277.86,27,South America,66439033.55
Bombardier CRJ200,2012,2,Turbofan,50,3000,12.71,2306.65,11,Africa,17714077.87
Boeing 737,2017,2,Turbofan,162,5700,6.44,1921.45,6,Australia,107062896.96
Cessna 172,2000,1,Piston,4,1285,24.92,2288.11,23,North America,268463.46
Boeing 737,1998,2,Turbofan,162,5700,2.24,1605.11,25,South America,59078332.1
Bombardier CRJ200,2022,2,Turbofan,50,3000,7.83,2703.56,1,Europe,19902965.92
Airbus A320,2006,2,Turbofan,180,6300,4.25,4449.19,17,Africa,104051612.34
Boeing 777,1993,2,Turbofan,396,15600,7.82,590.55,30,Europe,339697165.53
Airbus A320,1994,2,Turbofan,180,6300,9.58,3414.89,29,South America,77775854.35
Boeing 777,2004,2,Turbofan,396,15600,2.9,1693.46,19,Asia,517671261.54
Airbus A320,1986,2,Turbofan,180,6300,5.38,4289.57,37,Europe,90062017.79
Bombardier CRJ200,2015,2,Turbofan,50,3000,3.54,3437.88,8,South America,22254967.63
Bombardier CRJ200,2014,2,Turbofan,50,3000,6.17,4215.12,9,Australia,17246708.74
Boeing 737,2022,2,Turbofan,162,5700,10.81,4094.84,1,Asia,134934043.34
Boeing 777,2019,2,Turbofan,396,15600,10.43,2791.53,4,North America,706595288.71
Cessna 172,2001,1,Piston,4,1285,28.11,2730.34,22,Europe,228116.16
Boeing 777,1981,2,Turbofan,396,15600,13.44,664.83,42,Asia,429198380.02
Bombardier CRJ200,1984,2,Turbofan,50,3000,6.77,4212.61,39,Europe,12748904.99
Bombardier CRJ200,2008,2,Turbofan,50,3000,7.51,854.42,15,Africa,15214347.07
Bombardier CRJ200,1990,2,Turbofan,50,3000,9.77,886.38,33,Europe,12164880.54
Airbus A320,2017,2,Turbofan,180,6300,8.33,3529.43,6,South America,134159588.62
Bombardier CRJ200,1999,2,Turbofan,50,3000,3.32,1287.53,24,Africa,12105302.65
Boeing 777,1991,2,Turbofan,396,15600,2.02,3389.94,32,Australia,320671454.55
Airbus A320,2001,2,Turbofan,180,6300,11.27,3699.79,22,Africa,70396151.38
Bombardier CRJ200,2009,2,Turbofan,50,3000,12.2,4290.39,14,Australia,16169275.74
Cessna 172,2011,1,Piston,4,1285,24.88,4924.74,12,Asia,294338.34
Cessna 172,2012,1,Piston,4,1285,35.0,2483.93,11,South America,253369.42
Airbus A320,1988,2,Turbofan,180,6300,13.26,1265.94,35,Europe,85391366.28
Airbus A350,2013,2,Turbofan,350,14800,10.19,511.84,10,Australia,602550900.54
Cessna 172,2021,1,Piston,4,1285,30.2,2356.06,2,Africa,376114.23
Boeing 737,2001,2,Turbofan,162,5700,11.14,1422.05,22,Australia,76367363.34
Cessna 172,1998,1,Piston,4,1285,19.35,2846.15,25,Asia,151583.23
Airbus A350,2013,2,Turbofan,350,14800,2.03,3611.5,10,Asia,527279139.64
Airbus A350,1984,2,Turbofan,350,14800,9.87,3140.42,39,Australia,390457597.59
Airbus A320,1996,2,Turbofan,180,6300,6.45,2480.85,27,South America,80769163.48
Bombardier CRJ200,2003,2,Turbofan,50,3000,6.38,960.44,20,Africa,13982497.41
Boeing 777,2009,2,Turbofan,396,15600,3.53,1668.39,14,Australia,646899074.79
Cessna 172,2018,1,Piston,4,1285,45.1,4330.57,5,South America,413109.52
Boeing 777,2005,2,Turbofan,396,15600,4.93,1663.94,18,Asia,436665818.65
Bombardier CRJ200,2000,2,Turbofan,50,3000,9.5,595.44,23,South America,12632372.12
Airbus A350,2023,2,Turbofan,350,14800,4.63,3511.23,0,Africa,695125778.1
Cessna 172,1997,1,Piston,4,1285,21.54,4494.16,26,South America,189945.77
Airbus A350,1992,2,Turbofan,350,14800,2.96,1642.12,31,Australia,347548436.82
Cessna 172,1995,1,Piston,4,1285,44.38,1826.47,28,Asia,229659.39
Cessna 172,2008,1,Piston,4,1285,28.22,971.87,15,Europe,310399.61
Airbus A320,2005,2,Turbofan,180,6300,11.38,1531.65,18,Asia,100088441.77
Boeing 737,2014,2,Turbofan,162,5700,2.52,628.61,9,Asia,103512569.51
Cessna 172,1989,1,Piston,4,1285,21.05,857.82,34,Africa,196133.51
Boeing 737,2004,2,Turbofan,162,5700,12.03,2322.19,19,Africa,65966376.63
Airbus A320,1980,2,Turbofan,180,6300,4.05,1136.31,43,Asia,86946098.71
Airbus A350,2000,2,Turbofan,350,14800,13.08,1193.02,23,North America,479835911.49
Boeing 777,2008,2,Turbofan,396,15600,6.77,1980.77,15,Australia,457871347.96
Cessna 172,2006,1,Piston,4,1285,25.55,3008.55,17,North America,259636.19
Boeing 777,2011,2,Turbofan,396,15600,13.76,1667.46,12,Australia,671365421.13
Cessna 172,2005,1,Piston,4,1285,27.41,2062.52,18,North America,244237.63
Boeing 777,2002,2,Turbofan,396,15600,11.78,1561.75,21,Africa,461917599.84
Boeing 777,1986,2,Turbofan,396,15600,12.56,2720.11,37,Europe,437441312.74
Boeing 777,2010,2,Turbofan,396,15600,10.5,1123.03,13,Africa,687472568.22
Boeing 777,1980,2,Turbofan,396,15600,9.71,635.46,43,Asia,390974972.73
Boeing 737,2004,2,Turbofan,162,5700,12.93,3005.28,19,South America,84677857.68
Airbus A350,2001,2,Turbofan,350,14800,7.31,4492.73,22,South America,431754339.05
Airbus A350,2013,2,Turbofan,350,14800,10.19,1118.45,10,Europe,536778444.77
Boeing 777,2023,2,Turbofan,396,15600,10.84,621.48,0,Asia,806995730.0
Boeing 777,1984,2,Turbofan,396,15600,9.81,3568.32,39,Africa,326922205.18
Airbus A350,2002,2,Turbofan,350,14800,13.63,3821.71,21,North America,432995355.88
Boeing 777,1986,2,Turbofan,396,15600,12.3,3603.21,37,Europe,358399204.86
Airbus A320,1996,2,Turbofan,180,6300,9.99,4388.56,27,North America,70408856.07
Boeing 777,1984,2,Turbofan,396,15600,8.81,1553.73,39,South America,355947275.1
Cessna 172,2019,1,Piston,4,1285,11.69,3447.08,4,Africa,420401.71
Boeing 777,1980,2,Turbofan,396,15600,10.76,1866.61,43,Europe,381111307.35
Airbus A320,1992,2,Turbofan,180,6300,10.77,4455.92,31,South America,74263574.19
Airbus A350,2014,2,Turbofan,350,14800,4.74,2745.13,9,Africa,663680213.38
Boeing 737,2012,2,Turbofan,162,5700,8.26,1198.91,11,Europe,80635309.85
Boeing 777,2010,2,Turbofan,396,15600,8.2,2340.38,13,Asia,670370787.08
Bombardier CRJ200,1984,2,Turbofan,50,3000,3.52,3451.06,39,Africa,11645336.33
Boeing 737,1995,2,Turbofan,162,5700,6.08,1835.05,28,Africa,73044232.38
Airbus A320,1982,2,Turbofan,180,6300,12.27,4655.79,41,South America,92533687.23
Boeing 777,1997,2,Turbofan,396,15600,13.59,4355.81,26,Europe,374041485.15
Airbus A320,2012,2,Turbofan,180,6300,9.43,1467.56,11,Australia,135290582.28
Airbus A350,1983,2,Turbofan,350,14800,7.03,3603.06,40,Europe,319194566.72
Boeing 737,2001,2,Turbofan,162,5700,2.32,4292.99,22,Australia,87287070.16
Boeing 737,2014,2,Turbofan,162,5700,12.99,1080.56,9,South America,98127557.2
Bombardier CRJ200,2014,2,Turbofan,50,3000,6.57,4499.83,9,Europe,22933487.76
Boeing 737,2018,2,Turbofan,162,5700,10.25,3352.3,5,North America,107552443.34
Bombardier CRJ200,1984,2,Turbofan,50,3000,4.38,4622.03,39,Europe,11039703.87
Boeing 777,2022,2,Turbofan,396,15600,8.24,1281.09,1,South America,797903229.1
Boeing 737,2017,2,Turbofan,162,5700,12.46,2029.02,6,Africa,102521710.75
Bombardier CRJ200,1984,2,Turbofan,50,3000,7.05,3154.15,39,South America,12296416.86
Airbus A350,2018,2,Turbofan,350,14800,11.62,3609.29,5,Africa,672122232.08
Cessna 172,2011,1,Piston,4,1285,10.85,644.41,12,Europe,300079.13
Boeing 777,2001,2,Turbofan,396,15600,6.81,1981.13,22,Europe,425262148.56
Cessna 172,1997,1,Piston,4,1285,44.65,3867.27,26,Asia,229960.43
Airbus A320,2003,2,Turbofan,180,6300,11.6,3946.55,20,Africa,106084343.01
Cessna 172,1997,1,Piston,4,1285,23.43,2640.87,26,South America,234314.53
Boeing 737,1999,2,Turbofan,162,5700,9.55,4816.87,24,North America,58288156.67
Boeing 737,2009,2,Turbofan,162,5700,2.18,4606.37,14,Europe,95428887.97
Boeing 777,2004,2,Turbofan,396,15600,14.14,3339.47,19,Australia,511181857.06
Airbus A350,1999,2,Turbofan,350,14800,5.13,3154.61,24,South America,398234807.65
Boeing 737,2016,2,Turbofan,162,5700,2.94,4579.18,7,North America,93326617.26
Airbus A350,2020,2,Turbofan,350,14800,12.01,3219.76,3,Australia,603336846.34
Airbus A320,2016,2,Turbofan,180,6300,4.58,1392.41,7,North America,123766047.14
